lsoa_code,theft_count,shoplifting_count,theft_from_person_count,bicycle_theft_count,other_theft_count
E01002932,18,7,3,0,8
E01002933,7,0,1,1,5
E01002934,118,113,0,2,3
E01002935,41,23,4,3,11
E01002937,6,0,1,0,5
E01002938,15,0,1,4,10
E01002939,26,16,2,0,8
E01002940,4,0,0,0,4
E01002941,34,25,2,0,7
E01002942,8,0,0,1,7
E01002943,4,0,0,0,4
E01002944,4,2,0,0,2
E01002945,4,0,1,0,3
E01002946,8,0,1,0,7
E01002947,6,0,0,0,6
E01002948,45,11,3,1,30
E01002949,4,0,2,0,2
E01002950,3,0,0,0,3
E01002951,5,1,0,0,4
E01002952,3,1,1,0,1
E01002953,10,1,0,0,9
E01002954,38,1,6,6,25
E01002955,6,2,1,0,3
E01002956,8,2,0,1,5
E01002957,7,0,0,2,5
E01002958,3,0,1,0,2
E01002959,5,1,0,0,4
E01002960,16,6,3,1,6
E01002961,4,0,0,0,4
E01002962,3,0,0,0,3
E01002963,17,6,1,3,7
E01002964,95,0,29,11,55
E01002965,47,3,4,11,29
E01002966,11,0,3,1,7
E01002967,8,0,1,1,6
E01002968,1712,872,369,132,339
E01002969,9,0,1,0,8
E01002970,21,0,7,1,13
E01002971,13,1,0,1,11
E01002972,28,7,2,2,17
E01002973,82,58,9,3,12
E01002974,19,3,1,2,13
E01002975,10,5,0,0,5
E01002976,4,0,0,0,4
E01002977,21,0,1,2,18
E01002978,7,0,1,2,4
E01002979,2,0,0,0,2
E01002981,4,0,0,0,4
E01002982,2,0,0,0,2
E01002983,3,2,0,0,1
E01002984,13,3,0,3,7
E01002985,11,6,0,1,4
E01002986,6,0,0,1,5
E01002987,128,71,12,9,36
E01002988,17,4,1,3,9
E01002989,16,3,1,2,10
E01002990,7,0,2,1,4
E01002991,13,6,0,0,7
E01002992,11,0,1,1,9
E01002993,3,0,1,0,2
E01002994,3,0,0,0,3
E01002995,7,0,0,0,7
E01002996,21,4,3,2,12
E01002997,16,8,0,0,8
E01002998,4,0,0,0,4
E01002999,20,2,0,2,16
E01003000,17,6,0,2,9
E01003001,40,10,6,2,22
E01003002,14,3,1,2,8
E01003003,31,16,1,1,13
E01003004,10,0,2,1,7
E01003005,9,5,0,0,4
E01003006,19,6,1,5,7
E01003007,6,0,0,0,6
E01003008,4,0,0,0,4
E01003009,5,0,2,1,2
E01003010,17,5,1,6,5
E01003011,27,1,2,8,16
E01003013,1082,64,553,44,421
E01003014,137,0,84,11,42
E01003015,22,0,7,4,11
E01003016,344,2,189,37,116
E01003017,291,8,176,20,87
E01003018,59,12,16,8,23
E01003019,23,2,3,3,15
E01003020,128,18,43,11,56
E01003021,30,0,8,3,19
E01003022,16,0,1,3,12
E01003023,47,13,7,6,21
E01003024,21,6,7,0,8
E01003025,21,2,4,1,14
E01003026,54,5,18,4,27
E01003027,11,0,3,1,7
E01003028,7,0,2,2,3
E01003029,24,2,4,4,14
E01003030,22,0,3,1,18
E01003031,15,0,2,2,11
E01003032,88,3,38,3,44
E01003033,16,0,1,2,13
E01003034,23,2,4,4,13
E01003035,608,16,382,13,197
E01003036,22,0,7,3,12
E01003037,77,21,14,4,38
E01003038,28,0,4,10,14
E01003039,103,22,26,10,45
E01003040,27,11,4,3,9
E01003041,534,394,78,6,56
E01003042,15,0,6,1,8
E01003043,34,2,8,4,20
E01003044,13,0,6,3,4
E01003045,28,1,6,0,21
E01003046,13,0,6,1,6
E01003047,727,144,325,49,209
E01003048,44,8,8,3,25
E01003049,6,0,3,2,1
E01003050,28,5,7,7,9
E01003051,32,0,6,3,23
E01003052,41,1,16,6,18
E01003053,80,55,6,5,14
E01003054,109,24,47,10,28
E01003055,411,119,168,18,106
E01003056,21,1,6,1,13
E01003057,20,2,6,3,9
E01003058,18,1,3,4,10
E01003059,45,15,3,4,23
E01003060,33,7,8,5,13
E01003061,201,28,104,15,54
E01003062,33,10,4,4,15
E01003063,18,2,2,1,13
E01003064,9,2,0,2,5
E01003065,12,0,1,0,11
E01003066,12,0,2,1,9
E01003067,21,5,0,3,13
E01003068,9,0,3,0,6
E01003069,13,2,1,1,9
E01003070,20,0,0,3,17
E01003071,44,20,8,5,11
E01003072,14,0,4,0,10
E01003073,92,50,12,5,25
E01003074,181,21,56,34,70
E01003075,7,0,0,1,6
E01003076,152,6,55,8,83
E01003077,23,4,9,3,7
E01003078,24,4,13,0,7
E01003079,44,14,4,1,25
E01003080,25,2,3,3,17
E01003081,38,3,11,5,19
E01003082,7,0,1,0,6
E01003083,19,0,0,2,17
E01003084,12,1,3,1,7
E01003085,8,0,0,0,8
E01003086,15,0,4,1,10
E01003087,26,11,6,1,8
E01003088,21,1,8,1,11
E01003089,29,1,14,4,10
E01003090,170,17,75,9,69
E01003091,14,0,0,6,8
E01003092,35,0,9,10,16
E01003093,202,3,113,4,82
E01003094,17,0,5,2,10
E01003095,19,0,1,4,14
E01003096,52,0,5,4,43
E01003097,31,0,16,5,10
E01003098,11,0,5,3,3
E01003099,100,2,56,5,37
E01003100,42,2,23,6,11
E01003101,66,5,25,6,30
E01003102,406,40,253,20,93
E01003104,35,0,13,7,15
E01003105,31,1,9,0,21
E01003106,23,3,7,4,9
E01003107,63,2,29,6,26
E01003108,47,2,13,6,26
E01003110,34,0,15,4,15
E01003111,30,3,12,1,14
E01003112,54,0,29,7,18
E01003113,80,42,7,5,26
E01003114,115,50,20,6,39
E01003115,13,0,2,0,11
E01003116,14,0,3,0,11
E01003117,60,15,14,4,27
E01003118,244,166,30,6,42
E01003119,16,0,0,3,13
E01003120,45,5,17,1,22
E01003121,9,0,3,0,6
E01003122,46,5,17,6,18
E01003123,16,0,7,5,4
E01003124,22,0,9,3,10
E01003125,12,0,1,1,10
E01003126,35,7,8,6,14
E01003127,15,0,1,4,10
E01003128,96,18,51,5,22
E01003129,610,567,8,8,27
E01003130,17,1,3,0,13
E01003131,95,39,15,9,32
E01003132,22,0,5,0,17
E01003133,136,121,5,2,8
E01003134,16,0,4,5,7
E01003135,18,0,1,2,15
E01003136,8,0,0,0,8
E01003137,11,0,4,0,7
E01003138,8,0,0,1,7
E01003139,87,78,3,1,5
E01003140,9,3,0,0,6
E01003141,16,3,2,1,10
E01003142,7,0,2,0,5
E01003143,17,0,1,1,15
E01003144,57,29,6,1,21
E01003145,15,0,2,0,13
E01003146,18,4,6,0,8
E01003147,5,1,0,0,4
E01003148,9,0,0,2,7
E01003149,8,0,2,1,5
E01003150,27,0,5,1,21
E01003151,18,0,4,4,10
E01003152,17,1,5,3,8
E01003153,42,10,14,3,15
E01003154,22,8,1,0,13
E01003155,33,5,5,1,22
E01003156,6,0,1,1,4
E01003157,30,5,8,2,15
E01003158,10,0,1,1,8
E01003159,26,10,0,2,14
E01003160,17,0,2,1,14
E01003161,10,0,1,4,5
E01003162,13,0,1,3,9
E01003163,8,0,0,1,7
E01003164,27,0,2,4,21
E01003165,11,4,1,0,6
E01003166,115,76,10,3,26
E01003167,25,12,1,1,11
E01003168,7,0,1,3,3
E01003169,39,0,12,5,22
E01003170,20,0,2,5,13
E01003171,20,1,4,4,11
E01003172,53,5,11,8,29
E01003173,11,0,1,3,7
E01003174,12,0,2,0,10
E01003175,16,0,2,4,10
E01003176,20,0,7,0,13
E01003177,40,6,11,13,10
E01003178,7,0,1,0,6
E01003179,3,0,2,0,1
E01003180,35,0,13,2,20
E01003181,34,0,10,6,18
E01003182,17,1,6,3,7
E01003183,34,0,9,5,20
E01003184,8,0,2,2,4
E01003185,30,9,11,4,6
E01003186,121,24,28,12,57
E01003187,36,11,5,0,20
E01003188,12,0,5,0,7
E01003189,13,0,2,0,11
E01003190,51,15,7,1,28
E01003191,8,1,2,2,3
E01003192,11,0,0,0,11
E01003193,151,106,14,3,28
E01003194,26,2,8,0,16
E01003195,12,0,2,0,10
E01003196,82,54,3,2,23
E01003197,11,0,1,1,9
E01003198,15,0,5,1,9
E01003199,68,9,24,7,28
E01003200,216,158,19,9,30
E01003201,25,0,10,4,11
E01003202,19,8,7,2,2
E01003203,244,220,9,3,12
E01003204,9,0,1,0,8
E01003205,14,0,4,6,4
E01003206,11,0,3,1,7
E01003207,98,7,46,4,41
E01003209,21,0,7,3,11
E01003210,47,26,4,4,13
E01003211,15,0,5,1,9
E01003212,25,0,4,1,20
E01003213,20,1,7,0,12
E01003214,66,18,15,2,31
E01003215,188,85,66,7,30
E01003216,34,0,5,0,29
E01003217,11,0,0,0,11
E01003218,5,0,0,0,5
E01003219,13,0,2,0,11
E01003220,7,0,0,1,6
E01003221,60,32,2,4,22
E01003222,11,0,4,0,7
E01003223,34,8,6,0,20
E01003224,19,0,3,1,15
E01003225,24,0,8,3,13
E01003226,144,117,9,7,11
E01003227,26,2,7,2,15
E01003228,12,0,1,1,10
E01003229,67,10,4,2,51
E01003230,18,0,2,3,13
E01003231,33,10,9,3,11
E01003232,28,7,10,1,10
E01003233,6,0,4,0,2
E01003235,22,2,6,3,11
E01003236,28,2,6,1,19
E01003237,9,0,1,0,8
E01003238,37,21,5,1,10
E01003239,15,0,3,1,11
E01003240,6,0,0,1,5
E01003241,25,5,5,2,13
E01003243,38,21,4,0,13
E01003244,18,0,2,4,12
E01003245,16,0,5,2,9
E01003246,38,0,11,7,20
E01003247,65,16,28,6,15
E01003248,35,0,12,4,19
E01003249,21,0,8,2,11
E01003251,13,2,7,0,4
E01003252,22,1,12,1,8
E01003253,47,2,23,1,21
E01003254,22,2,2,3,15
E01003255,74,34,12,5,23
E01003256,37,0,8,5,24
E01003257,19,1,1,0,17
E01003258,5,0,1,0,4
E01003259,42,10,5,1,26
E01003260,9,0,2,0,7
E01003261,15,0,1,4,10
E01003262,12,1,0,0,11
E01003263,43,15,11,2,15
E01003264,16,1,4,0,11
E01003265,20,1,4,1,14
E01003266,10,0,0,0,10
E01003267,8,0,0,1,7
E01003268,14,1,4,1,8
E01003269,11,1,3,2,5
E01003270,16,1,3,0,12
E01003271,8,0,0,0,8
E01003272,48,25,10,2,11
E01003273,23,0,9,1,13
E01003274,47,18,13,2,14
E01003275,9,0,3,0,6
E01003276,14,0,6,1,7
E01003277,13,1,2,2,8
E01003278,32,6,8,1,17
E01003279,16,0,4,1,11
E01003280,12,3,0,0,9
E01003281,11,2,0,1,8
E01003282,40,0,7,3,30
E01003283,19,1,5,1,12
E01003284,50,9,18,2,21
E01003285,81,66,5,2,8
E01003286,26,8,9,2,7
E01003287,7,0,2,0,5
E01003288,58,12,15,3,28
E01003290,32,0,5,2,25
E01003291,130,4,26,37,63
E01003292,83,30,26,1,26
E01003293,22,3,8,1,10
E01003295,30,3,11,3,13
E01003297,51,2,19,9,21
E01003298,9,0,1,0,8
E01003299,124,38,44,6,36
E01003300,38,4,18,2,14
E01003301,41,21,3,1,16
E01003302,29,1,7,4,17
E01003303,138,12,73,7,46
E01003304,416,307,60,7,42
E01003305,24,0,8,0,16
E01003307,7,0,2,0,5
E01003308,17,1,1,1,14
E01003309,15,0,2,1,12
E01003310,16,0,7,1,8
E01003311,15,2,1,0,12
E01003312,9,0,1,0,8
E01003313,19,0,6,3,10
E01003314,7,0,2,1,4
E01003315,15,0,6,3,6
E01003316,20,0,5,0,15
E01003318,315,139,89,23,64
E01003319,41,0,8,2,31
E01003320,67,39,3,2,23
E01003321,34,3,10,3,18
E01003322,21,1,4,4,12
E01003323,21,0,5,0,16
E01003324,128,65,21,5,37
E01003325,15,5,0,1,9
E01003326,19,3,4,1,11
E01003327,35,7,10,6,12
E01003328,16,3,1,0,12
E01003329,21,0,4,2,15
E01003330,11,2,1,0,8
E01003331,5,0,2,0,3
E01003332,4,0,0,0,4
E01003333,17,2,1,1,13
E01003334,167,121,16,4,26
E01003335,8,0,1,0,7
E01003336,70,52,1,0,17
E01003337,15,0,2,3,10
E01003338,26,1,8,4,13
E01003339,9,1,1,0,7
E01003340,19,0,3,2,14
E01003341,20,1,5,1,13
E01003342,8,0,1,0,7
E01003343,23,1,1,1,20
E01003344,15,2,3,1,9
E01003345,29,9,5,1,14
E01003346,39,2,0,1,36
E01003347,22,0,4,0,18
E01003348,10,1,0,0,9
E01003349,19,0,2,0,17
E01003350,15,0,4,0,11
E01003351,16,0,1,0,15
E01003352,28,6,5,1,16
E01003353,220,198,3,0,19
E01003354,21,1,3,1,16
E01003355,40,24,2,2,12
E01003356,14,4,5,1,4
E01003357,25,2,3,3,17
E01003358,55,11,8,3,33
E01003359,13,0,4,0,9
E01003360,25,9,4,4,8
E01003361,9,2,2,0,5
E01003362,5,1,0,0,4
E01003363,5,0,0,1,4
E01003364,7,0,1,1,5
E01003365,4,0,2,0,2
E01003366,47,38,2,2,5
E01003368,8,0,1,1,6
E01003369,12,1,1,1,9
E01003370,206,143,9,6,48
E01003371,7,0,3,0,4
E01003372,30,22,1,3,4
E01003373,13,0,2,0,11
E01003374,23,1,3,4,15
E01003375,17,0,2,3,12
E01003376,18,0,5,4,9
E01003377,13,0,0,0,13
E01003378,17,2,2,5,8
E01003379,33,21,4,2,6
E01003380,16,5,1,2,8
E01003381,8,0,1,0,7
E01003382,3,0,0,1,2
E01003383,525,435,25,9,56
E01003384,3,0,0,0,3
E01003385,19,10,2,2,5
E01003386,22,0,2,3,17
E01003387,8,1,0,1,6
E01003388,72,50,4,2,16
E01003389,24,5,4,1,14
E01003390,35,11,6,2,16
E01003391,4,0,1,0,3
E01003392,16,8,2,0,6
E01003393,28,2,5,3,18
E01003394,19,0,3,0,16
E01003395,13,3,1,0,9
E01003396,19,3,4,2,10
E01003397,4,0,0,0,4
E01003398,38,21,4,0,13
E01003399,4,0,2,0,2
E01003400,36,21,5,5,5
E01003401,65,25,4,2,34
E01003402,35,13,0,6,16
E01003403,17,0,1,0,16
E01003404,7,0,0,2,5
E01003405,40,9,2,3,26
E01003406,7,0,1,0,6
E01003407,38,19,4,1,14
E01003408,15,0,3,0,12
E01003409,11,1,3,1,6
E01003410,13,0,4,3,6
E01003411,10,0,1,2,7
E01003412,11,0,0,1,10
E01003413,60,17,3,2,38
E01003414,6,0,0,0,6
E01003415,15,2,2,2,9
E01003416,3,1,0,0,2
E01003417,6,0,3,0,3
E01003419,6,0,0,1,5
E01003420,3,0,1,0,2
E01003421,3,0,1,0,2
E01003422,11,4,2,1,4
E01003423,30,19,2,0,9
E01003424,3,0,0,1,2
E01003425,2,0,0,0,2
E01003426,11,0,2,0,9
E01003427,165,97,24,10,34
E01003428,2,0,0,0,2
E01003429,5,0,0,0,5
E01003430,21,0,3,1,17
E01003431,11,1,1,0,9
E01003432,7,0,0,0,7
E01003433,23,11,3,1,8
E01003434,5,0,1,0,4
E01003435,16,0,1,0,15
E01003436,5,0,2,0,3
E01003437,27,2,4,1,20
E01003438,11,1,0,0,10
E01003439,6,1,0,1,4
E01003440,11,0,2,1,8
E01003441,13,1,3,0,9
E01003442,6,0,0,0,6
E01003443,3,0,0,0,3
E01003444,12,0,1,1,10
E01003445,9,0,1,1,7
E01003446,90,62,5,8,15
E01003447,22,11,2,0,9
E01003448,5,0,1,2,2
E01003449,69,53,3,1,12
E01003450,10,0,0,0,10
E01003451,14,0,1,2,11
E01003452,23,0,5,2,16
E01003453,31,17,2,1,11
E01003454,6,0,3,0,3
E01003455,17,0,2,4,11
E01003456,200,77,54,8,61
E01003457,11,0,3,0,8
E01003458,17,1,6,4,6
E01003459,32,10,5,2,15
E01003460,39,15,5,3,16
E01003461,19,4,4,1,10
E01003462,6,0,2,0,4
E01003463,2,0,0,0,2
E01003464,19,1,3,4,11
E01003465,6,0,1,0,5
E01003466,3,0,0,0,3
E01003467,4,0,1,1,2
E01003468,5,0,0,2,3
E01003469,29,19,2,1,7
E01003470,90,22,8,8,52
E01003471,12,0,3,1,8
E01003472,10,0,4,0,6
E01003473,26,14,3,2,7
E01003474,10,2,0,1,7
E01003476,8,0,0,2,6
E01003477,67,58,0,2,7
E01003478,28,8,2,2,16
E01003479,13,0,4,0,9
E01003480,22,0,7,3,12
E01003481,50,0,19,3,28
E01003483,27,0,5,1,21
E01003484,6,0,2,1,3
E01003485,13,0,8,0,5
E01003486,87,25,30,5,27
E01003487,12,0,3,0,9
E01003488,29,2,10,2,15
E01003489,85,0,34,7,44
E01003490,23,0,3,1,19
E01003491,126,1,88,1,36
E01003492,5,0,2,0,3
E01003494,10,0,2,1,7
E01003495,11,0,0,4,7
E01003496,44,1,23,3,17
E01003497,98,9,38,2,49
E01003498,17,0,7,0,10
E01003499,87,25,17,3,42
E01003500,34,1,7,0,26
E01003501,43,4,12,3,24
E01003502,121,14,43,4,60
E01003503,164,41,40,7,76
E01003506,54,5,25,2,22
E01003507,42,1,9,2,30
E01003508,38,2,7,0,29
E01003509,13,0,4,0,9
E01003511,20,0,1,2,17
E01003512,40,8,11,2,19
E01003513,33,0,9,3,21
E01003514,17,0,3,1,13
E01003515,140,26,27,5,82
E01003516,32,1,4,2,25
E01003517,332,303,10,1,18
E01003518,12,0,5,0,7
E01003519,9,0,3,0,6
E01003520,382,22,260,10,90
E01003521,610,226,215,20,149
E01003522,29,0,9,3,17
E01003523,70,5,31,5,29
E01003524,23,3,3,0,17
E01003525,216,37,74,11,94
E01003526,54,1,25,4,24
E01003527,24,0,16,1,7
E01003528,14,0,3,1,10
E01003529,52,0,15,4,33
E01003530,10,0,2,0,8
E01003531,81,2,37,4,38
E01003532,11,0,2,0,9
E01003533,19,0,3,1,15
E01003534,15,0,4,1,10
E01003535,62,28,7,4,23
E01003536,19,0,7,0,12
E01003537,7,0,3,1,3
E01003538,23,1,6,1,15
E01003539,23,0,11,0,12
E01003540,105,77,8,2,18
E01003541,23,1,6,0,16
E01003542,45,1,18,0,26
E01003543,23,0,7,4,12
E01003544,34,1,13,1,19
E01003545,28,2,6,2,18
E01003546,28,0,12,2,14
E01003547,10,0,2,1,7
E01003548,23,0,1,5,17
E01003549,44,1,6,9,28
E01003550,27,2,7,1,17
E01003551,17,0,2,1,14
E01003552,13,0,3,1,9
E01003553,52,21,8,5,18
E01003554,24,0,3,0,21
E01003555,23,1,9,1,12
E01003556,92,37,18,1,36
E01003557,98,15,30,18,35
E01003558,63,3,18,4,38
E01003559,81,19,22,8,32
E01003560,5,0,3,0,2
E01003561,12,0,1,0,11
E01003562,45,15,9,1,20
E01003563,10,0,1,0,9
E01003564,85,1,51,4,29
E01003565,26,1,9,1,15
E01003566,126,9,62,5,50
E01003567,31,0,14,0,17
E01003568,10,0,1,0,9
E01003569,533,85,318,7,123
E01003570,57,0,19,8,30
E01003571,35,2,9,2,22
E01003572,14,1,2,0,11
E01003573,52,2,30,2,18
E01003574,48,0,11,4,33
E01003575,35,1,8,3,23
E01003576,17,0,9,4,4
E01003577,20,0,4,3,13
E01003578,110,37,25,3,45
E01003579,18,0,6,3,9
E01003580,29,3,6,0,20
E01003581,20,1,9,0,10
E01003582,25,1,6,0,18
E01003583,9,0,1,1,7
E01003584,24,0,3,0,21
E01003585,9,0,2,0,7
E01003586,25,8,6,0,11
E01003587,67,18,26,1,22
E01003589,46,0,14,3,29
E01003590,39,0,13,6,20
E01003591,57,6,22,4,25
E01003592,33,0,5,0,28
E01003593,93,55,20,2,16
E01003594,30,1,18,0,11
E01003595,19,2,5,2,10
E01003596,36,2,8,1,25
E01003597,3,0,2,0,1
E01003598,31,3,6,0,22
E01003599,20,0,2,1,17
E01003600,130,94,10,3,23
E01003601,129,10,33,8,78
E01003602,17,3,3,1,10
E01003603,50,1,13,1,35
E01003604,24,0,7,0,17
E01003605,43,3,18,0,22
E01003607,18,2,3,1,12
E01003608,16,0,4,0,12
E01003611,24,1,5,1,17
E01003615,48,1,17,5,25
E01003616,80,21,21,4,34
E01003618,506,409,23,15,59
E01003619,318,18,136,22,142
E01003621,28,1,8,0,19
E01003622,40,3,9,2,26
E01003623,16,0,3,1,12
E01003624,17,0,2,1,14
E01003625,32,3,5,2,22
E01003626,12,0,5,0,7
E01003627,9,1,3,0,5
E01003628,20,0,5,1,14
E01003630,32,4,9,1,18
E01003631,20,0,5,1,14
E01003632,19,0,2,0,17
E01003633,28,14,4,1,9
E01003634,17,0,6,1,10
E01003635,16,0,3,0,13
E01003636,41,7,14,1,19
E01003637,6,0,1,1,4
E01003638,82,41,8,4,29
E01003639,45,27,3,0,15
E01003640,21,0,2,1,18
E01003641,25,0,12,1,12
E01003642,8,0,4,0,4
E01003643,6,0,1,0,5
E01003644,34,22,1,1,10
E01003645,172,147,6,2,17
E01003646,25,1,3,2,19
E01003647,3,0,0,0,3
E01003648,26,9,2,1,14
E01003649,3,0,1,0,2
E01003650,12,0,1,0,11
E01003651,5,0,1,0,4
E01003652,5,0,2,0,3
E01003653,36,3,12,1,20
E01003654,9,0,2,0,7
E01003655,14,0,6,0,8
E01003656,11,0,3,0,8
E01003657,35,11,6,0,18
E01003658,7,0,1,1,5
E01003659,33,7,0,0,26
E01003660,8,0,0,0,8
E01003661,21,8,1,0,12
E01003662,31,5,9,1,16
E01003663,8,2,0,0,6
E01003664,10,0,3,0,7
E01003665,6,0,0,0,6
E01003666,162,143,4,0,15
E01003668,74,18,23,2,31
E01003669,35,1,3,2,29
E01003670,4,0,2,0,2
E01003671,4,0,1,1,2
E01003672,23,3,4,2,14
E01003673,19,1,4,1,13
E01003674,234,183,13,5,33
E01003675,10,0,1,1,8
E01003676,4,0,1,0,3
E01003677,48,16,1,0,31
E01003678,6,0,0,0,6
E01003679,3,0,0,0,3
E01003680,37,25,3,0,9
E01003681,14,0,6,0,8
E01003682,10,0,2,0,8
E01003683,9,0,3,0,6
E01003684,4,0,1,0,3
E01003685,20,2,2,1,15
E01003686,27,0,6,1,20
E01003688,26,0,11,2,13
E01003689,877,261,350,26,240
E01003690,111,17,31,5,58
E01003691,15,1,3,0,11
E01003692,11,0,0,0,11
E01003693,5,0,0,1,4
E01003694,12,0,2,0,10
E01003695,4,0,0,0,4
E01003696,8,0,2,0,6
E01003697,62,5,4,0,53
E01003698,6,0,1,0,5
E01003699,8,0,2,1,5
E01003700,8,0,1,0,7
E01003701,103,39,21,4,39
E01003702,18,8,5,0,5
E01003703,9,0,1,0,8
E01003704,72,54,6,2,10
E01003705,27,4,6,0,17
E01003706,4,0,1,0,3
E01003707,7,1,1,1,4
E01003708,19,0,2,0,17
E01003709,4,0,1,0,3
E01003710,5,0,1,0,4
E01003711,66,42,6,1,17
E01003712,9,0,1,0,8
E01003713,8,0,2,1,5
E01003714,55,1,15,11,28
E01003715,20,2,8,1,9
E01003716,33,1,8,0,24
E01003718,15,4,4,0,7
E01003719,26,2,5,1,18
E01003720,36,22,1,1,12
E01003721,36,2,2,1,31
E01003722,14,0,5,2,7
E01003723,10,0,1,2,7
E01003724,13,0,1,1,11
E01003725,6,0,1,0,5
E01003726,12,0,1,1,10
E01003727,19,1,1,1,16
E01003729,118,11,46,7,54
E01003731,11,1,4,2,4
E01003732,11,0,3,3,5
E01003733,28,0,9,2,17
E01003734,59,0,27,4,28
E01003735,16,0,3,2,11
E01003736,14,0,2,1,11
E01003737,3,0,1,0,2
E01003738,11,2,3,0,6
E01003739,9,0,1,0,8
E01003740,10,0,4,0,6
E01003741,11,0,3,0,8
E01003742,15,0,6,0,9
E01003743,16,0,3,0,13
E01003744,4,0,1,0,3
E01003745,2,0,1,0,1
E01003746,5,0,1,1,3
E01003747,1,0,0,0,1
E01003748,56,42,4,2,8
E01003749,4,0,1,0,3
E01003750,24,3,5,0,16
E01003751,16,1,3,1,11
E01003752,11,0,3,0,8
E01003753,5,0,0,0,5
E01003754,8,0,0,2,6
E01003755,82,17,7,3,55
E01003756,8,0,3,0,5
E01003757,16,2,2,1,11
E01003759,3,0,0,0,3
E01003760,19,0,1,1,17
E01003761,15,1,0,0,14
E01003762,11,0,0,0,11
E01003763,28,12,0,0,16
E01003764,14,2,2,0,10
E01003765,68,42,8,2,16
E01003766,9,0,4,0,5
E01003767,83,37,11,2,33
E01003768,28,11,3,1,13
E01003769,188,95,22,14,57
E01003770,48,2,7,2,37
E01003771,9,0,1,0,8
E01003772,15,0,6,0,9
E01003773,4,0,0,0,4
E01003774,9,0,5,0,4
E01003775,18,0,4,1,13
E01003776,18,0,4,0,14
E01003777,109,75,7,4,23
E01003778,72,11,10,5,46
E01003779,8,0,1,0,7
E01003780,2,0,0,0,2
E01003781,52,1,16,2,33
E01003782,7,0,2,1,4
E01003783,408,101,172,13,122
E01003784,10,0,0,1,9
E01003785,7,0,3,0,4
E01003786,4,0,1,1,2
E01003787,4,0,0,0,4
E01003788,23,1,14,0,8
E01003789,12,0,5,2,5
E01003790,11,0,1,1,9
E01003791,4,0,1,1,2
E01003792,9,0,3,1,5
E01003793,17,3,3,2,9
E01003794,2,0,1,0,1
E01003795,6,0,1,2,3
E01003796,6,0,2,0,4
E01003797,23,7,1,4,11
E01003798,25,11,3,6,5
E01003799,14,2,1,3,8
E01003800,14,9,1,0,4
E01003801,17,0,1,6,10
E01003802,10,0,2,1,7
E01003803,7,0,0,3,4
E01003804,11,3,2,1,5
E01003805,3,0,0,1,2
E01003806,9,0,2,2,5
E01003807,139,103,7,6,23
E01003808,30,3,4,8,15
E01003809,11,0,1,3,7
E01003810,13,0,1,2,10
E01003811,5,0,0,1,4
E01003812,21,10,4,2,5
E01003813,4,0,0,0,4
E01003814,7,1,0,0,6
E01003815,61,32,3,13,13
E01003816,9,0,0,2,7
E01003817,45,21,4,9,11
E01003818,16,9,1,3,3
E01003819,13,0,0,5,8
E01003820,10,0,3,4,3
E01003821,13,0,1,2,10
E01003822,5,0,0,1,4
E01003823,14,1,1,7,5
E01003824,6,0,0,1,5
E01003825,6,0,3,1,2
E01003826,12,0,0,5,7
E01003827,41,21,1,8,11
E01003828,5,0,0,0,5
E01003829,93,58,6,6,23
E01003830,10,0,0,3,7
E01003831,12,0,1,3,8
E01003832,10,0,1,2,7
E01003833,37,28,1,1,7
E01003834,21,1,6,5,9
E01003835,19,0,1,9,9
E01003836,3,0,0,0,3
E01003837,14,0,1,2,11
E01003838,40,26,2,3,9
E01003839,22,0,3,2,17
E01003840,11,0,2,3,6
E01003841,77,54,7,4,12
E01003842,11,0,0,3,8
E01003843,12,0,4,0,8
E01003844,18,0,3,8,7
E01003845,13,0,2,2,9
E01003846,6,0,0,0,6
E01003847,36,5,3,4,24
E01003848,11,0,2,0,9
E01003849,12,0,1,0,11
E01003851,16,0,2,4,10
E01003852,23,5,3,4,11
E01003853,13,0,1,3,9
E01003854,45,28,0,5,12
E01003855,11,0,2,2,7
E01003856,16,3,1,7,5
E01003857,8,0,3,1,4
E01003858,12,1,1,3,7
E01003859,14,0,0,2,12
E01003860,30,2,3,3,22
E01003861,15,3,4,0,8
E01003862,38,7,7,3,21
E01003863,14,4,5,1,4
E01003864,9,3,1,1,4
E01003865,13,0,2,1,10
E01003866,12,1,1,4,6
E01003867,48,0,6,17,25
E01003868,7,0,2,3,2
E01003869,81,57,3,12,9
E01003870,21,1,4,10,6
E01003871,4,0,1,2,1
E01003872,11,2,2,1,6
E01003873,98,58,10,5,25
E01003874,16,3,4,2,7
E01003875,8,0,1,1,6
E01003876,503,269,71,29,134
E01003877,9,0,1,1,7
E01003878,8,0,2,0,6
E01003879,11,5,0,4,2
E01003880,5,0,0,0,5
E01003881,7,0,0,4,3
E01003882,24,5,1,5,13
E01003883,22,0,4,10,8
E01003884,31,17,2,3,9
E01003885,10,3,2,3,2
E01003886,11,2,1,4,4
E01003887,40,12,3,7,18
E01003888,106,70,5,12,19
E01003889,15,0,2,9,4
E01003890,7,0,0,4,3
E01003891,27,5,3,9,10
E01003892,6,0,1,1,4
E01003893,12,4,1,1,6
E01003894,5,0,0,0,5
E01003895,12,0,2,3,7
E01003896,213,133,14,19,47
E01003897,51,0,3,14,34
E01003898,16,2,0,0,14
E01003899,20,5,1,1,13
E01003900,27,19,0,1,7
